rank,spanish,english,form,infinitive
1945,clima,climate,noun,
1946,criterio,criterion,noun,
1947,latina,Latin,adjective,
1948,continúa,he/she continues,verb,continuar
1949,punta,tip,noun,
1950,amplia,wide,adjective,
1951,registro,record,noun,
1952,sesión,session,noun,
1953,patria,homeland,noun,
1954,posee,he/she possesses,verb,poseer
1955,entró,he/she entered,verb,entrar
1956,servir,to serve,verb,servir
1957,lluvia,rain,noun,
1958,ganado,cattle,noun,
1959,pasando,passing,verb,pasar
1960,construir,to build,verb,construir
1961,completa,complete,adjective,
1962,personales,personal,adjective,
1963,reducir,to reduce,verb,reducir
1964,desarrollar,to develop,verb,desarrollar
1965,alcance,reach,noun,
1966,deporte,sport,noun,
1967,pacto,pact,noun,
1968,elaboración,elaboration,noun,
1969,quedaba,he/she was staying,verb,quedar
1970,vicepresidente,vice president,noun,
1971,alcohol,alcohol,noun,
1972,etcétera,etcetera,other,
1973,fórmula,formula,noun,
1974,inferior,inferior,adjective,
1975,tasa,rate,noun,
1976,expertos,experts,noun,
1977,extranjero,foreign,adjective,
1978,diciendo,saying,verb,decir
1979,olvidar,to forget,verb,olvidar
1980,presentes,present,adjective,
1981,pensando,thinking,verb,pensar
1982,esperaba,he/she was waiting,verb,esperar
1983,código,code,noun,
1984,cooperación,cooperation,noun,
1985,fotografía,photography,noun,
1986,batalla,battle,noun,
1987,alternativa,alternative,noun,
1988,nacido,born,adjective,
1989,árboles,trees,noun,
1990,penal,penal,adjective,
1991,llena,full,adjective,
1992,siguió,he/she followed,verb,seguir
1993,hablaba,he/she was speaking,verb,hablar
1994,turismo,tourism,noun,
1995,papeles,papers,noun,
1996,menudo,small,adjective,
1997,angel,Angel,noun,
1998,papa,pope,noun,
1999,populares,popular,adjective,
2000,estación,station,noun,
2001,rápidamente,quickly,adverb,
2002,sección,section,noun,
2003,determinado,determined,adjective,
2004,convertirse,to become,verb,convertirse
2005,global,global,adjective,
2006,negociación,negotiation,noun,
2007,instrumento,instrument,noun,
2008,dura,hard/tough,adjective,
2009,significado,meaning,noun,
2010,intensidad,intensity,noun,
2011,posterior,later/posterior,adjective,
2012,múltiples,multiple,adjective,
2013,gas,gas,noun,
2014,nuevamente,again,adverb,
2015,hierro,iron,noun,
2016,seguido,followed,adjective,
2017,once,eleven,noun,
2018,conseguido,achieved,adjective,
2019,di,I gave,verb,dar
2020,soledad,loneliness,noun,
2021,mirando,looking,verb,mirar
2022,presentado,presented,adjective,
2023,instrumentos,instruments,noun,
2024,supo,he/she knew,verb,saber
2025,disco,disc/record,noun,
2026,festival,festival,noun,
2027,llegan,they arrive,verb,llegar
2028,mezcla,mixture,noun,
2029,drogas,drugs,noun,
2030,vivienda,housing,noun,
2031,x,x,noun,
2032,escuchar,to listen,verb,escuchar
2033,coronel,colonel,noun,
2034,completamente,completely,adverb,
2035,ideal,ideal,adjective,
2036,cáncer,cancer,noun,
2037,textos,texts,noun,
2038,hambre,hunger,noun,
2039,solidaridad,solidarity,noun,
2040,vicente,Vicente,noun,
2041,continuar,to continue,verb,continuar
2042,porcentaje,percentage,noun,
2043,artes,arts,noun,
2044,vienen,they come,verb,venir
2045,iii,III,noun,
2046,villa,villa/town,noun,
2047,ah,ah,other,
2048,nicaragua,Nicaragua,noun,
2049,hacían,they used to do,verb,hacer
2050,lector,reader,noun,
2051,estructuras,structures,noun,
2052,venir,to come,verb,venir
2053,castillo,castle,noun,
2054,opción,option,noun,
2055,comentó,he/she commented,verb,comentar
2056,sindicatos,unions,noun,
2057,ganó,he/she won,verb,ganar
2058,amenaza,threat,noun,
2059,representante,representative,noun,
2060,comerciales,commercial,adjective,
2061,puedes,you can,verb,poder
2062,planeta,planet,noun,
2063,perdió,he/she lost,verb,perder
2064,beneficio,benefit,noun,
2065,miami,Miami,noun,
2066,buscando,looking for,verb,buscar
2067,sentimientos,feelings,noun,
2068,comprar,to buy,verb,comprar
2069,quedar,to stay/remain,verb,quedar
2070,accidente,accident,noun,
2071,ventaja,advantage,noun,
2072,impuesto,tax,noun,
2073,dejando,leaving,verb,dejar
2074,distinto,different,adjective,
2075,tía,aunt,noun,
2076,semejante,similar,adjective,
2077,españolas,Spanish,adjective,
2078,occidental,western,adjective,
2079,capaces,capable,adjective,
2080,científica,scientific,adjective,
2081,tengan,they have,verb,tener
2082,ruido,noise,noun,
2083,individuos,individuals,noun,
2084,víctima,victim,noun,
2085,vestido,dress,noun,
2086,comunista,communist,adjective,
2087,moda,fashion,noun,
2088,títulos,titles,noun,
2089,diagnóstico,diagnosis,noun,
2090,experiencias,experiences,noun,
2091,espejo,mirror,noun,
2092,puente,bridge,noun,
2093,ingreso,income,noun,
2094,sueños,dreams,noun,
2095,vehículo,vehicle,noun,
2096,convierte,he/she converts,verb,convertir
2097,viejos,old,adjective,
2098,empezar,to start,verb,empezar
2099,profesores,professors,noun,
2100,pasión,passion,noun,
2101,basta,it is enough,verb,bastar
2102,democrático,democratic,adjective,
2103,sintió,he/she felt,verb,sentir
2104,dijeron,they said,verb,decir
2105,comunes,common,adjective,
2106,sentimiento,feeling,noun,
2107,sentencia,sentence/verdict,noun,
2108,estatal,state,adjective,
2109,madrugada,early morning,noun,
2110,moderna,modern,adjective,
2111,impacto,impact,noun,
2112,complejo,complex,adjective,
2113,denuncia,complaint/report,noun,
2114,toro,bull,noun,
2115,víctor,Victor,noun,
2116,tabla,table/board,noun,
2117,delito,crime,noun,
2118,ventas,sales,noun,
2119,dominio,domain,noun,
2120,entidades,entities,noun,
2121,superiores,superior,adjective,
2122,candidatos,candidates,noun,
2123,gloria,glory,noun,
2124,índice,index,noun,
2125,indios,Indians,noun,
2126,raíz,root,noun,
2127,john,John,noun,
2128,xix,XIX,noun,
2129,recordó,he/she remembered,verb,recordar
2130,absoluto,absolute,adjective,
2131,agricultura,agriculture,noun,
2132,marcos,Marcos,noun,
2133,composición,composition,noun,
2134,cuándo,when,adverb,
2135,joaquín,Joaquin,noun,
2136,terminó,he/she finished,verb,terminar
2137,fueran,they were,verb,ser/ir
2138,asistencia,assistance,noun,
2139,explicación,explanation,noun,
2140,torres,towers,noun,
2141,lógica,logic,noun,
2142,triste,sad,adjective,
2143,avión,airplane,noun,
2144,enfermo,sick,adjective,
2145,cuyas,whose,pronoun,
2146,excepción,exception,noun,
2147,habló,he/she spoke,verb,hablar
2148,placer,pleasure,noun,
2149,humor,humor,noun,
2150,mecanismos,mechanisms,noun,
2151,cerebro,brain,noun,
2152,caliente,hot,adjective,
2153,excelente,excellent,adjective,
2154,darse,to give oneself,verb,darse
2155,conocimientos,knowledge,noun,
2156,príncipe,prince,noun,
2157,religión,religion,noun,
2158,ganas,desire,noun,
2159,críticas,criticisms,noun,
2160,profunda,deep,adjective,
2161,manifestaciones,demonstrations,noun,
2162,dosis,dose,noun,
2163,baño,bathroom,noun,
2164,paro,unemployment,noun,
2165,profundo,deep,adjective,
2166,conceptos,concepts,noun,
2167,depresión,depression,noun,
2168,altas,high,adjective,
2169,pared,wall,noun,
2170,liberación,liberation,noun,
2171,estrella,star,noun,
2172,duración,duration,noun,
2173,perro,dog,noun,
2174,intentar,to try,verb,intentar
2175,aumentar,to increase,verb,aumentar
2176,asesinato,murder,noun,
2177,órdenes,orders,noun,
2178,ignacio,Ignacio,noun,
2179,roja,red,adjective,
2180,permiten,they allow,verb,permitir
2181,despacho,office,noun,
2182,añade,he/she adds,verb,añadir
2183,poca,little,adjective,
2184,recibe,he/she receives,verb,recibir
2185,muchacho,boy,noun,
2186,considerado,considered,adjective,
2187,conversaciones,conversations,noun,
2188,tendrán,they will have,verb,tener
2189,definición,definition,noun,
2190,viven,they live,verb,vivir
2191,consideran,they consider,verb,considerar
2192,restos,remains,noun,
2193,tomado,taken,adjective,
2194,estadio,stadium,noun,
2195,actores,actors,noun,
2196,debió,he/she must have,verb,deber
2197,conviene,it is convenient,verb,convenir
2198,errores,errors,noun,
2199,negros,black,adjective,
2200,humanidad,humanity,noun,
2201,individual,individual,adjective,
2202,hogar,home,noun,
2203,conocida,known,adjective,
2204,acontecimientos,events,noun,
2205,minuto,minute,noun,
2206,millón,million,noun,
2207,pantalla,screen,noun,
2208,estadounidense,American,adjective,
2209,progreso,progress,noun,
2210,inició,he/she started,verb,iniciar
2211,pieza,piece,noun,
2212,firme,firm,adjective,
2213,fundamentales,fundamental,adjective,
2214,olor,smell,noun,
2215,gracia,grace,noun,
2216,autonomía,autonomy,noun,
2217,esencial,essential,adjective,
2218,exige,he/she demands,verb,exigir
2219,viva,alive,adjective,
2220,norteamericana,North American,adjective,
2221,nacimiento,birth,noun,
2222,polvo,dust,noun,
2223,castilla,Castile,noun,
2224,fundamentalmente,fundamentally,adverb,
2225,impuestos,taxes,noun,
2226,implica,it implies,verb,implicar
2227,utiliza,he/she uses,verb,utilizar
2228,totalidad,totality,noun,
2229,discusión,discussion,noun,
2230,italiano,Italian,adjective,
2231,postura,posture,noun,
2232,clientes,clients,noun,
2233,luces,lights,noun,
2234,encontramos,we find,verb,encontrar
2235,liberal,liberal,adjective,
2236,interno,internal,adjective,
2237,dientes,teeth,noun,
2238,sesenta,sixty,noun,
2239,exactamente,exactly,adverb,
2240,compañero,companion,noun,
2241,cuento,story,noun,
2242,virus,virus,noun,
2243,tareas,tasks,noun,
2244,evaluación,evaluation,noun,
2245,máquina,machine,noun,
2246,funcionario,official,noun,
2247,señalar,to point out,verb,señalar
2248,residencia,residence,noun,
2249,absolutamente,absolutely,adverb,
2250,dolores,pains,noun,
2251,nació,he/she was born,verb,nacer
2252,sebastián,Sebastian,noun,
2253,ánimo,spirit,noun,
2254,caminos,roads,noun,
2255,torneo,tournament,noun,
2256,acabar,to finish,verb,acabar
2257,gol,goal,noun,
2258,fracaso,failure,noun,
2259,recorrido,route,noun,
2260,contiene,it contains,verb,contener
2261,eficacia,efficacy,noun,
2262,policías,police officers,noun,
2263,suárez,Suarez,noun,
2264,inglaterra,England,noun,
2265,concreto,concrete,adjective,
2266,determinar,to determine,verb,determinar
2267,haberse,to have oneself,verb,haberse
2268,reglas,rules,noun,
2269,clinton,Clinton,noun,
2270,ríos,rivers,noun,
2271,redacción,writing,noun,
2272,localidad,locality,noun,
2273,escuelas,schools,noun,
2274,distinta,different,adjective,
2275,seguida,followed,adjective,
2276,paisaje,landscape,noun,
2277,comprobar,to verify,verb,comprobar
2278,numerosas,numerous,adjective,
2279,creciente,growing,adjective,
2280,hernández,Hernandez,noun,
2281,serían,they would be,verb,ser
2282,césar,Cesar,noun,
2283,crimen,crime,noun,
2284,conocía,he/she knew,verb,conocer
2285,pintor,painter,noun,
2286,suya,his/hers,pronoun,
2287,definitivamente,definitely,adverb,
2288,propiedades,properties,noun,
2289,cierre,closure,noun,
2290,jueces,judges,noun,
2291,ofrecer,to offer,verb,ofrecer
2292,estaría,he/she would be,verb,estar
2293,frontera,border,noun,
2294,virgen,virgin,noun,
2295,clasificación,classification,noun,
2296,municipales,municipal,adjective,
2297,marina,marina/navy,noun,
2298,abuela,grandmother,noun,
2299,componentes,components,noun,
2300,adecuada,adequate,adjective,
2301,resultó,it turned out,verb,resultar
2302,esperando,waiting,verb,esperar
2303,oscuro,dark,adjective,
2304,parecido,similar,adjective,
2305,detenido,detained,adjective,
2306,gasto,expense,noun,
2307,malo,bad,adjective,
2308,pura,pure,adjective,
2309,investigadores,researchers,noun,
2310,cargos,charges,noun,
2311,cayó,he/she fell,verb,caer
2312,pasaba,he/she was passing,verb,pasar
2313,abandonar,to abandon,verb,abandonar
2314,sierra,mountain range,noun,
2315,lima,Lima,noun,
2316,apareció,he/she appeared,verb,aparecer
2317,secretaría,secretariat,noun,
2318,pausa,pause,noun,
2319,prácticas,practices,noun,
2320,cortés,polite,adjective,
2321,siguiendo,following,verb,seguir
2322,conclusión,conclusion,noun,
2323,habana,Havana,noun,
2324,convirtió,he/she became,verb,convertir
2325,hipótesis,hypothesis,noun,
2326,editorial,editorial,noun,
2327,petróleo,oil,noun,
2328,estén,they are,verb,estar
2329,playa,beach,noun,
2330,invierno,winter,noun,
2331,convenio,agreement,noun,
2332,infantil,child/infantile,adjective,
2333,extensión,extension,noun,
2334,horno,oven,noun,
2335,límite,limit,noun,
2336,elegido,elected,adjective,
2337,concurso,contest,noun,
2338,japón,Japan,noun,
2339,probable,probable,adjective,
2340,observar,to observe,verb,observar
2341,déficit,deficit,noun,
2342,reconoce,he/she recognizes,verb,reconocer
2343,anual,annual,adjective,
2344,trabajando,working,verb,trabajar
2345,responde,he/she responds,verb,responder
2346,tren,train,noun,
2347,presidencial,presidential,adjective,
2348,vías,ways,noun,
2349,interesa,it interests,verb,interesar
2350,supremo,supreme,adjective,
2351,enemigo,enemy,noun,
2352,respectivamente,respectively,adverb,
2353,dificultad,difficulty,noun,
2354,similares,similar,adjective,
2355,entiende,he/she understands,verb,entender
2356,morales,moral,adjective,
2357,alimentación,nutrition,noun,
2358,norma,norm,noun,
2359,mental,mental,adjective,
2360,soluciones,solutions,noun,
2361,adecuado,adequate,adjective,
2362,cuánto,how much,adverb,
2363,santos,saints,noun,
2364,amistad,friendship,noun,
2365,derrota,defeat,noun,
2366,consiguió,he/she achieved,verb,conseguir
2367,positivo,positive,adjective,
2368,compañías,companies,noun,
2369,ejecución,execution,noun,
2370,expresó,he/she expressed,verb,expresar
2371,embajador,ambassador,noun,
2372,tomás,Tomas,noun,
2373,dulce,sweet,adjective,
2374,promedio,average,noun,
2375,letras,letters,noun,
2376,cuesta,it costs,verb,costar
2377,academia,academy,noun,
2378,mando,command,noun,
2379,costumbre,custom,noun,
2380,colectivo,collective,adjective,
2381,piedras,stones,noun,
2382,rasgos,traits,noun,
2383,industriales,industrial,adjective,
2384,mía,mine,pronoun,
2385,protesta,protest,noun,
2386,viajes,trips,noun,
2387,chica,girl,noun,
2388,periódicos,newspapers,noun,
2389,moneda,currency,noun,
2390,órganos,organs,noun,
2391,comunicado,statement,noun,
2392,mantenimiento,maintenance,noun,
2393,geografía,geography,noun,
2394,manejo,handling,noun,
2395,fría,cold,adjective,
2396,patrimonio,heritage,noun,
2397,exclusivamente,exclusively,adverb,
2398,antiguos,ancient,adjective,
2399,universidades,universities,noun,
2400,frecuente,frequent,adjective,
2401,oficio,trade,noun,
2402,ayudar,to help,verb,ayudar
2403,pedido,order,noun,
2404,superar,to overcome,verb,superar
2405,auto,car,noun,
2406,relato,story,noun,
2407,unido,united,adjective,
2408,sentado,seated,adjective,
2409,quisiera,I would like,verb,querer
2410,detalle,detail,noun,
2411,quedaron,they stayed,verb,quedar
2412,obligado,obligated,adjective,
2413,libres,free,adjective,
2414,panamá,Panama,noun,
2415,acabó,he/she finished,verb,acabar
2416,aeropuerto,airport,noun,
2417,pobreza,poverty,noun,
2418,reflexión,reflection,noun,
2419,cumbre,summit,noun,
2420,imaginación,imagination,noun,
2421,cubano,Cuban,adjective,
2422,solar,solar,adjective,
2423,costo,cost,noun,
2424,hubieran,they had,verb,haber
2425,tesis,thesis,noun,
2426,catalán,Catalan,adjective,
2427,armadas,armed,adjective,
2428,hice,I did,verb,hacer
2429,oír,to hear,verb,oír
2430,dada,given,adjective,
2431,estabilidad,stability,noun,
2432,vaso,glass,noun,
2433,mecanismo,mechanism,noun,
2434,escribe,he/she writes,verb,escribir
2435,aprender,to learn,verb,aprender
2436,cambiado,changed,adjective,
2437,bilbao,Bilbao,noun,
2438,naturalmente,naturally,adverb,
2439,comandante,commander,noun,
2440,potencia,power,noun,
2441,toros,bulls,noun,
2442,puro,pure,adjective,
2443,elegir,to choose,verb,elegir
2444,facultad,faculty,noun,
2445,ocupa,he/she occupies,verb,ocupar
2446,patio,courtyard,noun,
2447,recuperar,to recover,verb,recuperar
2448,corta,short,adjective,
2449,pase,pass,noun,
2450,necesarios,necessary,adjective,
2451,responder,to respond,verb,responder
2452,reuniones,meetings,noun,
2453,daño,damage,noun,
2454,trabaja,he/she works,verb,trabajar
2455,promoción,promotion,noun,
2456,ingredientes,ingredients,noun,
2457,descubrir,to discover,verb,descubrir
2458,viviendas,dwellings,noun,
2459,señal,signal,noun,
2460,clínica,clinic,noun,
2461,tradicionales,traditional,adjective,
2462,loco,crazy,adjective,
2463,paseo,walk,noun,
2464,arena,sand,noun,
2465,consideración,consideration,noun,
2466,deberán,they must,verb,deber
2467,esquema,scheme,noun,
2468,creado,created,adjective,
2469,utilizado,used,adjective,
2470,establecido,established,adjective,
2471,concierto,concert,noun,
2472,manifestación,demonstration,noun,
2473,enfermos,sick,adjective,
2474,rechazo,rejection,noun,
2475,salido,gone out,adjective,
2476,dejan,they leave,verb,dejar
2477,israel,Israel,noun,
2478,consciente,conscious,adjective,
2479,propone,he/she proposes,verb,proponer
2480,manifiesto,manifest,noun,
2481,publicado,published,adjective,
2482,ejemplos,examples,noun,
2483,llamaba,he/she used to call,verb,llamar
2484,barco,boat,noun,
2485,usar,to use,verb,usar
2486,signo,sign,noun,
2487,afecta,it affects,verb,afectar
2488,árbol,tree,noun,
2489,riqueza,wealth,noun,
2490,difusión,diffusion,noun,
2491,quiera,he/she wants,verb,querer
2492,disciplina,discipline,noun,
2493,vemos,we see,verb,ver
2494,felicidad,happiness,noun,
2495,mejora,improvement,noun,
2496,dirige,he/she directs,verb,dirigir
2497,correr,to run,verb,correr
2498,dimensión,dimension,noun,
2499,oscar,Oscar,noun,
2500,petición,petition,noun,
2501,transformación,transformation,noun,
2502,notable,notable,adjective,
2503,pista,track,noun,
2504,andalucía,Andalusia,noun,
2505,marta,Marta,noun,
2506,realizada,carried out,adjective,
2507,aplicar,to apply,verb,aplicar
2508,cena,dinner,noun,
2509,eléctrica,electric,adjective,
2510,enviado,sent,adjective,
2511,modos,ways,noun,
2512,fortuna,fortune,noun,
2513,conflictos,conflicts,noun,
2514,infancia,childhood,noun,
2515,permitió,he/she allowed,verb,permitir
2516,campesinos,peasants,noun,
2517,tercero,third,adjective,
2518,desea,he/she wishes,verb,desear
2519,sida,AIDS,noun,
2520,obligación,obligation,noun,
2521,oriente,east,noun,
2522,colección,collection,noun,
2523,eficaz,effective,adjective,
2524,exceso,excess,noun,
2525,evidencia,evidence,noun,
2526,poderes,powers,noun,
2527,demostrar,to demonstrate,verb,demostrar
2528,muestran,they show,verb,mostrar
2529,protagonista,protagonist,noun,
2530,alcanza,he/she reaches,verb,alcanzar
2531,recuerdos,memories,noun,
2532,montaña,mountain,noun,
2533,dictadura,dictatorship,noun,
2534,observa,he/she observes,verb,observar
2535,indígenas,indigenous,adjective,
2536,pasan,they pass,verb,pasar
2537,ortega,Ortega,noun,
2538,claridad,clarity,noun,
2539,estuviera,I/he/she were,verb,estar
2540,consulta,consultation,noun,
2541,financiero,financial,adjective,
2542,inflación,inflation,noun,
2543,senado,senate,noun,
2544,tropas,troops,noun,
2545,mexicana,Mexican,adjective,
2546,correspondientes,corresponding,adjective,
2547,levantó,he/she raised,verb,levantar
2548,vuelo,flight,noun,
2549,imperio,empire,noun,
2550,gana,he/she wins,verb,ganar
2551,agente,agent,noun,
2552,respuestas,answers,noun,
2553,civiles,civil,adjective,
2554,pierde,he/she loses,verb,perder
2555,moderno,modern,adjective,
2556,homenaje,tribute,noun,
2557,establecimiento,establishment,noun,
2558,crea,he/she creates,verb,crear
2559,fiestas,parties,noun,
2560,números,numbers,noun,
2561,controlar,to control,verb,controlar
2562,tratando,trying,verb,tratar
2563,intenta,he/she tries,verb,intentar
2564,circulación,circulation,noun,
2565,reserva,reserve,noun,
2566,silla,chair,noun,
2567,franceses,French,adjective,
2568,expresa,he/she expresses,verb,expresar
2569,escribió,he/she wrote,verb,escribir
2570,virtud,virtue,noun,
2571,satisfacción,satisfaction,noun,
2572,huevos,eggs,noun,
2573,vos,you,pronoun,
2574,descenso,descent,noun,
2575,terrorismo,terrorism,noun,
2576,ecuador,Ecuador,noun,
2577,chico,boy,noun,
2578,segura,safe,adjective,
2579,contó,he/she told,verb,contar
2580,líderes,leaders,noun,
2581,lentamente,slowly,adverb,
2582,historias,stories,noun,
2583,galicia,Galicia,noun,
2584,acompañado,accompanied,adjective,
2585,décadas,decades,noun,
2586,reconoció,he/she recognized,verb,reconocer
2587,hago,I do,verb,hacer
2588,apartado,section,noun,
2589,feria,fair,noun,
2590,rueda,wheel,noun,
2591,usuarios,users,noun,
2592,útil,useful,adjective,
2593,emilio,Emilio,noun,
2594,cumplimiento,compliance,noun,
2595,transición,transition,noun,
2596,campeón,champion,noun,
2597,xx,XX,noun,
2598,verse,to be seen,verb,verse
2599,anteriormente,previously,adverb,
2600,defender,to defend,verb,defender
2601,cuáles,which ones,pronoun,
2602,hecha,made,adjective,
2603,remedio,remedy,noun,
2604,ponen,they put,verb,poner
2605,debo,I must,verb,deber
2606,procedimientos,procedures,noun,
2607,gritos,screams,noun,
2608,círculo,circle,noun,
2609,norteamericanos,North Americans,noun,
2610,rojas,red,adjective,
2611,dirigido,directed,adjective,
2612,delitos,crimes,noun,
2613,avenida,avenue,noun,
2614,alonso,Alonso,noun,
2615,obtuvo,he/she obtained,verb,obtener
2616,matar,to kill,verb,matar
2617,cortes,courts,noun,
2618,grados,degrees,noun,
2619,previamente,previously,adverb,
2620,publicación,publication,noun,
2621,aprendizaje,learning,noun,
2622,motor,motor,noun,
2623,crítico,critical,adjective,
2624,señores,gentlemen,noun,
2625,muchacha,girl,noun,
2626,rumbo,direction,noun,
2627,trato,treatment,noun,
2628,arquitectura,architecture,noun,
2629,querer,to want,verb,querer
2630,encargado,person in charge,noun,
2631,pensé,I thought,verb,pensar
2632,distrito,district,noun,
2633,rápida,fast,adjective,
2634,ay,oh,other,
2635,campeonato,championship,noun,
2636,gabriel,Gabriel,noun,
2637,maestros,teachers,noun,
2638,reformas,reforms,noun,
2639,explotación,exploitation,noun,
2640,católica,Catholic,adjective,
2641,contenidos,contents,noun,
2642,sustancias,substances,noun,
2643,regresar,to return,verb,regresar
2644,formado,formed,adjective,
2645,creía,I/he/she believed,verb,creer
2646,juzgado,court,noun,
2647,bolivia,Bolivia,noun,
2648,famoso,famous,adjective,
2649,avance,advance,noun,
2650,particulares,private,adjective,
2651,usa,he/she uses,verb,usar
2652,cerrar,to close,verb,cerrar
2653,aprobación,approval,noun,
2654,llamadas,calls,noun,
2655,termina,he/she finishes,verb,terminar
2656,borde,edge,noun,
2657,fenómenos,phenomena,noun,
2658,of,of,preposition,
2659,metro,meter,noun,
2660,corrientes,currents,noun,
2661,dedicado,dedicated,adjective,
2662,zaragoza,Zaragoza,noun,
2663,creen,they believe,verb,creer
2664,continente,continent,noun,
2665,ventajas,advantages,noun,
2666,clásico,classic,adjective,
2667,orquesta,orchestra,noun,
2668,oye,he/she hears,verb,oír
2669,analizar,to analyze,verb,analizar
2670,ernesto,Ernesto,noun,
2671,cuentan,they count,verb,contar
2672,diarios,newspapers,noun,
2673,dueño,owner,noun,
2674,actitudes,attitudes,noun,
2675,bajar,to go down,verb,bajar
2676,telefónica,telephone,adjective,
2677,rusia,Russia,noun,
2678,coalición,coalition,noun,
2679,gustaría,I/he/she would like,verb,gustar
2680,cerrado,closed,adjective,
2681,descubierto,discovered,adjective,
2682,urbano,urban,adjective,
2683,atentado,attack,noun,
2684,deportivo,sports,adjective,
2685,viendo,seeing,verb,ver
2686,órgano,organ,noun,
2687,asociaciones,associations,noun,
2688,instalación,installation,noun,
2689,hombros,shoulders,noun,
2690,introducción,introduction,noun,
2691,demostrado,demonstrated,adjective,
2692,determinados,certain,adjective,
2693,mostrar,to show,verb,mostrar
2694,atmósfera,atmosphere,noun,
2695,gentes,people,noun,
2696,moreno,Moreno,noun,
2697,sabido,known,adjective,
2698,diga,I/he/she say,verb,decir
2699,vender,to sell,verb,vender
2700,dejaba,I/he/she was leaving,verb,dejar
2701,polémica,controversy,noun,
2702,guillermo,Guillermo,noun,
2703,vacaciones,vacation,noun,
2704,vidas,lives,noun,
2705,mediados,mid,noun,
2706,subir,to go up,verb,subir
2707,iniciar,to start,verb,iniciar
2708,droga,drug,noun,
2709,iv,IV,noun,
2710,asegurar,to ensure,verb,asegurar
2711,entusiasmo,enthusiasm,noun,
2712,prestigio,prestige,noun,
2713,centrales,central,adjective,
2714,edificios,buildings,noun,
2715,contestó,he/she answered,verb,contestar
2716,extraña,strange,adjective,
2717,signos,signs,noun,
2718,cristo,Christ,noun,
2719,permitir,to allow,verb,permitir
2720,sensibilidad,sensitivity,noun,
2721,lógico,logical,adjective,
2722,terminado,finished,adjective,
2723,bar,bar,noun,
2724,comenzaron,they began,verb,comenzar
2725,ciudadano,citizen,noun,
2726,actuaciones,performances,noun,
2727,particularmente,particularly,adverb,
2728,especialistas,specialists,noun,
2729,canciones,songs,noun,
2730,golpes,blows,noun,
2731,pertenece,he/she belongs,verb,pertenecer
2732,legislación,legislation,noun,
2733,delegación,delegation,noun,
2734,anoche,last night,adverb,
2735,dignidad,dignity,noun,
2736,armada,navy,noun,
2737,unidas,united,adjective,
2738,citado,cited,adjective,
2739,conveniente,convenient,adjective,
2740,empresario,businessman,noun,
2741,llaman,they call,verb,llamar
2742,presos,prisoners,noun,
2743,expansión,expansion,noun,
2744,radical,radical,adjective,
2745,advirtió,he/she warned,verb,advertir
2746,tomando,taking,verb,tomar
2747,comenzar,to begin,verb,comenzar
2748,conforme,in accordance,adjective,
2749,detenidos,detainees,noun,
2750,deseos,wishes,noun,
2751,impulso,impulse,noun,
2752,dispone,he/she has available,verb,disponer
2753,necesarias,necessary,adjective,
2754,esquina,corner,noun,
2755,productores,producers,noun,
2756,ponerse,to put on,verb,ponerse
2757,destaca,he/she stands out,verb,destacar
2758,mantuvo,he/she maintained,verb,mantener
2759,cola,tail,noun,
2760,tuviera,I/he/she had,verb,tener
2761,inmediata,immediate,adjective,
2762,mexicanos,Mexicans,noun,
2763,socios,partners,noun,
2764,bajas,low,adjective,
2765,informes,reports,noun,
2766,romero,Romero,noun,
2767,jefes,bosses,noun,
2768,argumento,argument,noun,
2769,cultivo,cultivation,noun,
2770,vivía,I/he/she was living,verb,vivir
2771,opiniones,opinions,noun,
2772,reloj,watch,noun,
2773,in,in,preposition,
2774,habido,there has been,verb,haber
2775,riesgos,risks,noun,
2776,meta,goal,noun,
2777,gonzalo,Gonzalo,noun,
2778,laboratorio,laboratory,noun,
2779,comunicaciones,communications,noun,
2780,medias,stockings,noun,
2781,elena,Elena,noun,
2782,escolar,school,adjective,
2783,danza,dance,noun,
2784,terrible,terrible,adjective,
2785,notas,notes,noun,
2786,entero,entire,adjective,
2787,suave,soft,adjective,
2788,alejandro,Alejandro,noun,
2789,activa,active,adjective,
2790,dirigida,directed,adjective,
2791,eje,axis,noun,
2792,variedad,variety,noun,
2793,fácilmente,easily,adverb,
2794,canción,song,noun,
2795,cantidades,quantities,noun,
2796,orientación,orientation,noun,
2797,fotos,photos,noun,
2798,definir,to define,verb,definir
2799,masas,masses,noun,
2800,tabaco,tobacco,noun,
2801,aventura,adventure,noun,
2802,próximas,next,adjective,
2803,pude,I could,verb,poder
2804,llegaba,I/he/she was arriving,verb,llegar
2805,conocidos,acquaintances,noun,
2806,raíces,roots,noun,
2807,gravedad,gravity,noun,
2808,blancos,white,adjective,
2809,gabinete,cabinet,noun,
2810,alfredo,Alfredo,noun,
2811,municipio,municipality,noun,
2812,arroz,rice,noun,
2813,potencial,potential,adjective,
2814,islas,islands,noun,
2815,goles,goals,noun,
2816,oportunidades,opportunities,noun,
2817,estuvieron,they were,verb,estar
2818,caballero,gentleman,noun,
2819,colocar,to place,verb,colocar
2820,comentarios,comments,noun,
2821,profundidad,depth,noun,
2822,comprensión,understanding,noun,
2823,panorama,panorama,noun,
2824,otan,NATO,noun,
2825,revolucionario,revolutionary,adjective,
2826,síntesis,synthesis,noun,
2827,seno,breast,noun,
2828,anda,he/she walks,verb,andar
